date,hour,type,东城区,西城区,朝阳区,海淀区,丰台区,石景山区,房山区,大兴区,通州区,顺义区,昌平区,门头沟区,平谷区,怀柔区,密云区,延庆区
20160101,0,PM2.5,200.5,197.33333333333334,225.66666666666666,146.66666666666666,186.33333333333334,148.0,308.5,282.6666666666667,262.0,192.5,102.5,102.0,161.0,85.0,109.0,108.5
20160101,1,PM2.5,192.75,203.33333333333334,247.66666666666666,140.33333333333334,168.66666666666666,147.0,247.5,273.3333333333333,259.0,201.5,92.5,98.0,181.0,79.0,101.0,116.5
20160101,2,PM2.5,206.0,194.0,227.66666666666666,132.0,172.33333333333334,140.0,234.5,261.6666666666667,281.5,188.5,87.0,84.0,205.0,72.0,86.0,143.0
20160101,3,PM2.5,197.25,165.0,196.66666666666666,133.0,164.0,133.0,225.0,261.0,245.5,192.5,81.5,81.0,204.0,74.0,89.5,130.0
20160101,4,PM2.5,163.25,122.0,200.33333333333334,141.66666666666666,127.0,112.0,170.0,237.66666666666666,224.0,196.5,85.0,75.0,209.0,75.0,89.0,121.0
20160101,5,PM2.5,119.5,102.66666666666667,179.0,137.33333333333334,112.0,98.0,132.0,201.33333333333334,239.5,182.0,91.5,72.0,209.0,81.0,80.0,117.5
20160101,6,PM2.5,104.25,96.33333333333333,159.33333333333334,127.33333333333333,106.66666666666667,96.0,121.0,174.0,235.5,177.5,92.0,69.0,219.0,79.0,81.0,105.5
20160101,7,PM2.5,110.25,104.33333333333333,140.0,123.66666666666667,102.0,96.0,132.5,182.0,234.0,167.0,87.5,67.0,234.0,83.0,83.0,107.5
20160101,8,PM2.5,113.0,109.66666666666667,123.33333333333333,128.66666666666666,111.66666666666667,95.0,149.0,220.0,211.0,183.0,92.5,68.0,289.0,87.0,91.5,96.5
20160101,9,PM2.5,102.25,106.0,116.0,136.0,109.66666666666667,107.0,180.0,219.66666666666666,207.5,170.0,109.5,63.0,335.0,98.0,96.5,108.0
20160101,10,PM2.5,97.25,102.66666666666667,108.66666666666667,146.0,107.0,115.0,189.5,223.66666666666666,233.5,175.0,201.0,73.0,318.0,96.0,103.5,134.5
20160101,11,PM2.5,109.5,114.33333333333333,115.66666666666667,144.0,114.33333333333333,145.0,207.0,165.0,228.5,189.5,149.5,75.0,353.0,94.0,105.0,128.5
20160101,12,PM2.5,128.75,125.33333333333333,123.66666666666667,141.33333333333334,137.33333333333334,156.0,175.5,175.0,241.5,293.0,148.5,95.66666666666667,418.0,99.0,108.0,124.5
20160101,13,PM2.5,154.75,148.33333333333334,137.66666666666666,143.0,167.66666666666666,197.0,190.0,185.66666666666666,230.0,240.5,153.5,116.33333333333334,313.0,109.0,118.0,153.0
20160101,14,PM2.5,184.25,172.0,160.33333333333334,163.33333333333334,184.0,204.0,204.0,190.0,239.5,251.0,136.0,137.0,245.0,142.0,134.5,143.0
20160101,15,PM2.5,194.5,190.33333333333334,178.66666666666666,169.33333333333334,200.66666666666666,196.0,213.5,204.0,260.0,254.0,132.0,157.66666666666669,268.0,149.0,163.5,115.5
20160101,16,PM2.5,202.0,207.0,191.66666666666666,172.33333333333334,210.66666666666666,181.0,239.0,219.0,273.0,269.0,126.5,178.33333333333334,293.0,181.0,179.5,120.5
20160101,17,PM2.5,205.75,214.66666666666666,197.66666666666666,174.33333333333334,251.66666666666666,193.0,293.0,221.66666666666666,307.0,339.0,138.5,199.0,312.0,209.0,181.5,115.0
20160101,18,PM2.5,225.75,233.0,218.66666666666666,182.0,279.6666666666667,279.0,309.0,261.0,327.0,284.5,179.5,210.0,321.0,209.0,185.5,132.5
20160101,19,PM2.5,252.0,292.0,261.3333333333333,193.0,295.6666666666667,314.0,324.0,296.5,363.0,284.0,175.0,195.0,378.0,251.0,242.5,137.0
20160101,20,PM2.5,269.5,284.3333333333333,293.3333333333333,215.33333333333334,298.0,329.0,365.0,295.6666666666667,415.0,318.5,171.0,211.0,428.0,269.0,238.5,186.0
20160101,21,PM2.5,294.25,300.6666666666667,316.6666666666667,245.33333333333334,314.3333333333333,331.0,415.5,294.0,350.0,364.0,162.0,209.0,426.0,236.0,229.0,188.5
20160101,22,PM2.5,304.5,299.6666666666667,325.6666666666667,225.0,317.6666666666667,317.0,456.0,313.3333333333333,341.0,340.0,158.5,199.0,384.0,206.0,238.0,155.0
20160101,23,PM2.5,300.0,290.3333333333333,351.3333333333333,238.66666666666666,315.3333333333333,292.0,482.5,325.3333333333333,347.0,318.5,158.0,182.0,378.0,207.0,236.0,162.5
20160102,0,PM2.5,300.75,305.6666666666667,404.3333333333333,255.66666666666666,297.3333333333333,247.0,429.5,325.6666666666667,386.0,307.0,143.5,174.0,371.0,204.0,243.5,164.0
20160102,1,PM2.5,333.5,315.6666666666667,398.0,241.33333333333334,279.0,243.0,428.5,359.0,426.0,290.5,151.0,151.0,354.0,204.0,209.0,164.5
20160102,2,PM2.5,328.75,306.6666666666667,367.6666666666667,235.0,283.6666666666667,237.0,414.5,415.6666666666667,529.0,266.5,157.0,152.0,330.0,198.0,212.5,164.5
20160102,3,PM2.5,298.25,276.6666666666667,317.3333333333333,239.0,281.0,211.0,396.0,389.0,521.5,244.5,152.0,140.0,291.0,196.0,190.0,151.0
20160102,4,PM2.5,241.75,232.0,281.6666666666667,238.66666666666666,238.66666666666666,175.0,401.5,362.6666666666667,516.5,238.0,149.0,127.0,261.0,188.0,160.0,141.0
20160102,5,PM2.5,211.75,225.0,247.66666666666666,231.33333333333334,218.0,156.0,396.5,347.3333333333333,492.5,222.0,151.0,112.0,319.0,180.0,149.0,135.5
20160102,6,PM2.5,217.25,224.0,231.66666666666666,231.0,213.66666666666666,138.0,334.5,361.0,426.5,220.5,145.0,119.0,359.0,175.0,154.0,138.5
20160102,7,PM2.5,221.0,222.66666666666666,217.66666666666666,227.66666666666666,206.33333333333334,129.0,282.0,373.6666666666667,401.0,212.5,149.5,117.0,322.0,161.0,144.5,131.5
20160102,8,PM2.5,212.0,206.66666666666666,217.33333333333334,219.33333333333334,197.66666666666666,135.0,302.5,344.6666666666667,424.5,214.5,154.5,86.0,300.0,159.0,128.0,167.0
20160102,9,PM2.5,207.0,226.33333333333334,246.0,220.66666666666666,192.0,116.0,343.0,365.0,424.0,204.5,146.5,119.0,316.0,166.0,135.0,174.0
20160102,10,PM2.5,226.25,235.0,278.0,234.0,182.0,108.0,395.0,380.6666666666667,428.0,262.5,189.0,143.0,336.0,155.0,132.0,137.5
20160102,11,PM2.5,230.5,238.0,236.0,248.0,186.33333333333334,155.0,371.0,358.3333333333333,378.0,357.0,218.0,158.0,356.0,147.0,119.0,160.5
20160102,12,PM2.5,222.25,238.33333333333334,224.33333333333334,226.66666666666666,209.0,188.0,312.5,363.0,284.5,340.0,254.0,150.0,376.0,196.0,89.5,157.5
20160102,13,PM2.5,236.25,238.0,216.66666666666666,225.0,215.0,217.0,305.5,302.6666666666667,304.0,363.0,247.5,150.0,340.0,174.0,85.5,177.0
20160102,14,PM2.5,236.0,234.66666666666666,222.66666666666666,206.66666666666666,219.33333333333334,230.0,293.0,272.6666666666667,303.5,367.5,245.5,182.0,296.0,234.0,89.5,163.0
20160102,15,PM2.5,247.0,231.33333333333334,204.33333333333334,206.33333333333334,221.33333333333334,225.0,284.5,258.0,329.5,376.0,217.0,180.0,323.0,263.0,120.5,128.0
20160102,16,PM2.5,270.5,228.66666666666666,200.33333333333334,222.33333333333334,231.66666666666666,221.0,297.5,285.3333333333333,306.0,401.0,218.5,221.0,406.0,281.0,143.0,134.0
20160102,17,PM2.5,249.25,255.0,222.0,221.66666666666666,253.0,259.0,296.5,282.3333333333333,367.5,388.0,217.5,242.0,491.0,290.0,160.0,147.0
