month,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
202101,37.52291325695581,39.324877250409166,37.03273322422259,36.252864157119475,39.5949263502455,43.222585924713584,35.9214402618658,37.49018003273322,,33.06301145662848,35.91816693944354,31.631751227495908,35.122749590834694,30.44026186579378,35.664484451718494,13.167757774140753,43.92716857610475,41.335515548281506,33.06137479541735,45.45990180032733,45.64157119476268,38.86252045826514,48.33633387888707,46.13256955810147,37.60965630114566,45.06464811783961,44.49754500818331,36.4746317512275,31.09328968903437,24.008183306055646,40.679214402618655,31.189034369885434,35.93862520458265,26.913256955810148,26.30851063829787,8.368248772504092,8.759410801963993,8.752045826513912,8.366612111292962,9.26923076923077,10.029459901800328,8.222585924713584,7.985270049099836,6.949263502454992,21.71685761047463,8.95417348608838,8.924713584288053,23.014729950900165,12.355155482815057,29.995908346972175,24.888707037643208,17.554009819967266,35.729950900163665,33.46972176759411,10.685761047463176,29.985270049099835,29.28314238952537,11.003273322422258,11.936988543371521,11.739770867430442,9.004909983633388,7.554828150572831,7.734860883797054,7.961538461538462,8.271685761047463,7.794599018003273,16.425531914893618,10.420621931260229,12.94189852700491,26.78150572831424
202102,42.0,45.0,41.0,41.0,43.0,49.0,39.0,34.0,,38.0,25.0,27.0,39.0,33.0,44.0,12.0,53.0,39.0,19.0,47.0,50.0,48.0,36.0,38.0,30.0,43.0,56.0,50.0,37.0,34.0,45.0,27.0,41.0,29.0,28.0,50.070601851851855,46.62152777777778,48.482638888888886,46.917824074074076,47.2337962962963,53.74074074074074,43.29050925925926,43.34953703703704,45.56944444444444,58.688657407407405,48.99652777777778,49.50694444444444,55.613425925925924,50.967592592592595,61.9537037037037,65.8738425925926,64.4699074074074,54.68981481481482,57.42824074074074,48.14930555555556,56.914351851851855,53.692129629629626,49.75925925925926,48.40972222222222,49.8587962962963,46.33796296296296,42.85069444444444,45.1712962962963,46.34027777777778,46.5462962962963,42.78125,55.763888888888886,54.579861111111114,52.43055555555556,63.989583333333336
202103,42.0,45.0,41.0,41.0,43.0,49.0,39.0,34.0,,38.0,25.0,27.0,39.0,33.0,44.0,12.0,53.0,39.0,19.0,47.0,50.0,48.0,36.0,38.0,30.0,43.0,56.0,50.0,37.0,34.0,45.0,27.0,41.0,29.0,28.0,41.93077956989247,39.971774193548384,40.11290322580645,41.615591397849464,41.46774193548387,43.756048387096776,41.2244623655914,36.58131720430107,38.72379032258065,48.76545698924731,38.991263440860216,39.918010752688176,44.08064516129032,42.303763440860216,51.336021505376344,53.71370967741935,51.89314516129032,46.81518817204301,50.965725806451616,43.22043010752688,51.45564516129032,52.634408602150536,49.65456989247312,44.00268817204301,41.12029569892473,39.877016129032256,37.14650537634409,41.711693548387096,40.77620967741935,41.65725806451613,48.23185483870968,43.86491935483871,43.590053763440864,46.09475806451613,54.266129032258064
202104,42.0,45.0,41.0,41.0,43.0,49.0,39.0,34.0,,38.0,25.0,27.0,39.0,33.0,44.0,12.0,53.0,39.0,19.0,47.0,50.0,48.0,36.0,38.0,30.0,43.0,56.0,50.0,37.0,34.0,45.0,27.0,41.0,29.0,28.0,70.81818181818181,65.79545454545455,64.66193181818181,68.38068181818181,66.48200757575758,69.42045454545455,65.10890151515152,61.06723484848485,63.81439393939394,76.07859848484848,63.78882575757576,68.17424242424242,75.03314393939394,72.46969696969697,84.05776515151516,75.64962121212122,71.70738636363636,77.52367424242425,82.51609848484848,63.92992424242424,74.6155303030303,74.60890151515152,70.51420454545455,70.16193181818181,66.71212121212122,63.115530303030305,62.72632575757576,68.9280303030303,64.5719696969697,67.12121212121212,61.83522727272727,70.83712121212122,66.54356060606061,74.9157196969697,88.94886363636364
202105,42.0,45.0,41.0,41.0,43.0,49.0,39.0,34.0,,38.0,25.0,27.0,39.0,33.0,44.0,12.0,53.0,39.0,19.0,47.0,50.0,48.0,36.0,38.0,30.0,43.0,56.0,50.0,37.0,34.0,45.0,27.0,41.0,29.0,28.0,85.25168236877523,77.36137281292059,77.66352624495289,80.00874831763123,77.91386271870795,79.76648721399731,75.74831763122477,71.64064602960968,72.22005383580081,89.03566621803499,79.28802153432032,78.75773889636608,89.82839838492598,81.85397039030956,90.9313593539704,88.45491251682368,81.78869448183042,89.97375504710632,89.54306864064603,75.80551816958277,85.29340511440108,87.9878869448183,81.54845222072679,82.70659488559892,82.41049798115748,78.11843876177659,76.39838492597578,82.06258411843876,80.75773889636608,77.50942126514131,73.21601615074024,87.62584118438762,82.03028263795424,86.15881561238223,99.90444145356662
202106,42.0,45.0,41.0,41.0,43.0,49.0,39.0,34.0,,38.0,25.0,27.0,39.0,33.0,44.0,12.0,53.0,39.0,19.0,47.0,50.0,48.0,36.0,38.0,30.0,43.0,56.0,50.0,37.0,34.0,45.0,27.0,41.0,29.0,28.0,104.56347438752783,97.84521158129176,94.12694877505568,93.66926503340757,87.14699331848553,98.56570155902004,87.70824053452115,83.01224944320712,83.4599109131403,98.5913140311804,94.22271714922049,88.52672605790646,101.16703786191536,93.03897550111358,99.28619153674833,97.12138084632517,87.64476614699332,101.89086859688196,102.30846325167037,90.88084632516704,100.22939866369711,109.75612472160357,103.56236080178174,95.95100222717149,95.3195991091314,96.184855233853,92.07461024498886,90.01447661469933,90.02561247216036,91.05233853006682,78.89866369710468,101.44543429844099,95.14476614699332,91.05233853006682,103.99331848552339
202107,42.0,45.0,41.0,41.0,43.0,49.0,39.0,34.0,,38.0,25.0,27.0,39.0,33.0,44.0,12.0,53.0,39.0,19.0,47.0,50.0,48.0,36.0,38.0,30.0,43.0,56.0,50.0,37.0,34.0,45.0,27.0,41.0,29.0,28.0,94.43145161290323,85.49327956989248,84.78561827956989,80.48319892473118,78.34744623655914,83.40188172043011,76.03965053763442,74.28158602150538,70.3736559139785,79.22043010752688,77.68010752688173,64.35551075268818,83.23185483870968,75.71908602150538,76.93077956989248,89.92002688172043,79.25,83.67204301075269,91.375,73.33534946236558,74.69959677419355,86.13575268817205,88.00604838709677,83.48521505376344,82.17809139784946,85.55174731182795,79.29771505376344,79.75268817204301,76.5611559139785,78.97043010752688,69.94354838709677,83.67069892473118,71.01948924731182,81.81182795698925,79.52016129032258
202108,42.0,45.0,41.0,41.0,43.0,49.0,39.0,34.0,,38.0,25.0,27.0,39.0,33.0,44.0,12.0,53.0,39.0,19.0,47.0,50.0,48.0,36.0,38.0,30.0,43.0,56.0,50.0,37.0,34.0,45.0,27.0,41.0,29.0,28.0,89.55372807017544,81.01754385964912,81.18859649122807,78.46820175438596,81.58552631578948,80.80043859649123,66.96271929824562,70.68530701754386,65.4484649122807,71.35745614035088,77.62061403508773,68.53070175438596,77.72916666666667,72.48574561403508,70.51754385964912,82.65131578947368,73.6469298245614,76.64254385964912,78.9298245614035,66.11293859649123,66.42434210526316,80.90241228070175,76.5657894736842,74.45394736842105,71.65131578947368,83.46600877192982,73.04605263157895,77.58333333333333,70.14583333333333,69.9594298245614,59.51864035087719,76.86513157894737,67.59100877192982,77.5701754385965,76.91995614035088
202109,42.0,45.0,41.0,41.0,43.0,49.0,39.0,34.0,,38.0,25.0,27.0,39.0,33.0,44.0,12.0,53.0,39.0,19.0,47.0,50.0,48.0,36.0,38.0,30.0,43.0,56.0,50.0,37.0,34.0,45.0,27.0,41.0,29.0,28.0,71.39027777777778,63.361111111111114,62.114583333333336,58.928472222222226,68.11458333333333,61.81805555555555,51.62361111111111,50.29097222222222,52.1625,55.29236111111111,59.44375,52.040277777777774,61.75277777777778,54.85486111111111,61.56666666666667,70.18611111111112,64.23125,65.34236111111112,64.61666666666666,50.22638888888889,55.99583333333333,71.55694444444444,64.41180555555556,59.37291666666667,53.78472222222222,60.92638888888889,55.328472222222224,59.19097222222222,55.3375,54.40138888888889,45.53333333333333,59.79375,49.729166666666664,61.52638888888889,69.20486111111111
202110,42.0,45.0,41.0,41.0,43.0,49.0,39.0,34.0,,38.0,25.0,27.0,39.0,33.0,44.0,12.0,53.0,39.0,19.0,47.0,50.0,48.0,36.0,38.0,30.0,43.0,56.0,50.0,37.0,34.0,45.0,27.0,41.0,29.0,28.0,34.99661246612466,30.342140921409214,29.382791327913278,28.929539295392953,39.12940379403794,31.890243902439025,24.24390243902439,28.579268292682926,28.775067750677508,36.799457994579946,30.79539295392954,28.821138211382113,38.91056910569106,29.109756097560975,43.43631436314363,37.90989159891599,36.08672086720867,42.02506775067751,43.79471544715447,30.168021680216803,38.33672086720867,41.731029810298104,34.07113821138211,30.549457994579946,45.472869279254596,26.465447154471544,27.130758807588077,27.36449864498645,28.07520325203252,27.224254742547426,26.59010840108401,36.33130081300813,32.702574525745256,31.240514905149052,50.46476964769648
