month,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
202201,2.344362745098039,2.3676470588235294,3.575980392156863,4.599264705882353,3.019607843137255,2.7892156862745097,2.3786764705882355,2.5355392156862746,2.702205882352941,2.6887254901960786,2.5551470588235294,2.329656862745098,2.4044117647058822,2.105392156862745,2.4215686274509802,2.8688725490196076,2.670343137254902,2.3088235294117645,2.261029411764706,4.265931372549019,2.0894607843137254,2.4191176470588234,2.9607843137254903,2.4105392156862746,2.1862745098039214,2.3970588235294117,3.200980392156863,2.3161764705882355,2.3995098039215685,2.4497549019607843,3.411764705882353,2.230392156862745,2.5416666666666665,2.161764705882353,3.0012254901960786
202202,2.7261904761904763,2.1359126984126986,2.8422619047619047,4.316468253968254,2.615079365079365,2.7867063492063493,2.1517857142857144,2.4603174603174605,2.4791666666666665,2.638888888888889,2.1001984126984126,2.123015873015873,2.5376984126984126,2.113095238095238,2.2390873015873014,2.1021825396825395,2.330357142857143,2.386904761904762,2.5892857142857144,3.4384920634920637,1.943452380952381,2.8432539682539684,2.5694444444444446,2.5,2.1378968253968256,2.2817460317460316,2.8878968253968256,1.8888888888888888,2.2876984126984126,2.3501984126984126,2.9365079365079363,2.0297619047619047,2.498015873015873,3.503968253968254,3.0128968253968256
202203,3.082107843137255,2.797794117647059,4.050245098039215,3.1654411764705883,2.832107843137255,3.9767156862745097,3.1348039215686274,2.5049019607843137,3.019607843137255,3.252450980392157,2.8345588235294117,2.764705882352941,3.1127450980392157,2.448529411764706,2.5416666666666665,2.497549019607843,2.670343137254902,2.8174019607843137,2.883578431372549,4.290441176470588,2.549019607843137,2.957107843137255,3.139705882352941,3.2463235294117645,2.5955882352941178,2.2916666666666665,3.485294117647059,2.4338235294117645,2.5674019607843137,2.590686274509804,3.7965686274509802,2.8002450980392157,2.8345588235294117,5.2181372549019605,3.5686274509803924
202204,2.9751984126984126,2.7490079365079363,4.016865079365079,2.693452380952381,2.6448412698412698,2.7609126984126986,2.5982142857142856,2.8581349206349205,2.7837301587301586,2.7222222222222223,2.5654761904761907,2.611111111111111,2.486111111111111,2.6865079365079363,2.4265873015873014,2.3154761904761907,2.554563492063492,2.6458333333333335,2.5218253968253967,2.4642857142857144,2.4365079365079363,2.7261904761904763,3.2668650793650795,3.0634920634920637,2.7142857142857144,2.5357142857142856,3.0863095238095237,2.3452380952380953,2.6180555555555554,2.5228174603174605,3.306547619047619,2.3998015873015874,3.4166666666666665,1.8075396825396826,2.4077380952380953
202205,2.906862745098039,3.5392156862745097,4.795343137254902,2.6936274509803924,2.872549019607843,3.488970588235294,2.781862745098039,1.8406862745098038,2.829656862745098,2.0392156862745097,2.613970588235294,2.8333333333333335,2.911764705882353,2.8823529411764706,2.7745098039215685,2.594362745098039,2.7769607843137254,2.875,3.088235294117647,3.784313725490196,2.780637254901961,3.1151960784313726,3.411764705882353,2.9950980392156863,2.9754901960784315,3.0857843137254903,3.372549019607843,4.481617647058823,2.593137254901961,2.8909313725490198,3.2254901960784315,2.519607843137255,2.607843137254902,2.730392156862745,2.3958333333333335
202206,2.9909420289855073,2.7255434782608696,4.2644927536231885,2.9375,2.2509057971014492,3.057065217391304,2.5402923538230886,2.3994565217391304,2.691123188405797,2.6050724637681157,2.613224637681159,2.7427536231884058,2.316123188405797,2.449275362318841,2.8152173913043477,2.586050724637681,2.807065217391304,2.7681159420289854,2.6458333333333335,3.591485507246377,2.608695652173913,2.755434782608696,2.971014492753623,3.5969202898550723,2.535326086956522,2.713768115942029,2.914855072463768,2.717391304347826,2.473731884057971,2.4809782608695654,3.016304347826087,2.6784420289855073,2.7717391304347827,3.3405797101449277,2.6684782608695654
202207,2.0747549019607843,2.7708333333333335,2.2279411764705883,3.144607843137255,2.5661764705882355,3.1066176470588234,2.7677907369844488,2.8308823529411766,3.0098039215686274,1.8725490196078431,2.980392156862745,2.9779411764705883,2.508578431372549,2.2034313725490198,2.9558823529411766,2.6813725490196076,2.7659313725490198,2.5833333333333335,2.4754901960784315,3.508578431372549,2.700980392156863,2.9607843137254903,2.889705882352941,2.7377450980392157,2.9963235294117645,2.676470588235294,2.674019607843137,2.406862745098039,2.5894607843137254,2.409313725490196,3.073529411764706,2.8627450980392157,2.8137254901960786,2.821078431372549,2.4534313725490198
202208,2.6482254697286014,2.8392484342379958,3.048016701461378,2.789144050104384,2.394572025052192,3.2359081419624216,2.740083507306889,2.2860125260960333,2.920668058455115,2.079331941544885,2.9603340292275573,2.7640918580375784,2.4864300626304803,2.337160751565762,2.5636743215031315,2.569937369519833,2.9707724425887263,2.5762004175365343,2.4864300626304803,2.9707724425887263,2.845511482254697,2.8183716075156577,2.914405010438413,2.766179540709812,1.7286012526096033,2.617954070981211,2.7160751565762005,2.4373695198329854,2.8893528183716075,2.74321503131524,2.7860125260960333,2.8705636743215033,2.9707724425887263,3.2045929018789145,2.1336116910229643
202209,3.5598958333333335,3.1927083333333335,5.341145833333333,2.8880208333333335,2.5598958333333335,3.0494791666666665,3.0078125,4.166666666666667,3.0989583333333335,2.96875,3.125,2.6927083333333335,2.4713541666666665,2.5260416666666665,2.671875,2.6041666666666665,2.4375,3.0625,2.7916666666666665,3.1015625,3.078125,2.8177083333333335,3.375,3.2473958333333335,3.5833333333333335,2.9895833333333335,3.7552083333333335,2.7421875,2.8541666666666665,2.703125,3.609375,3.015625,2.8307291666666665,2.59375,2.9817708333333335
202210,2.6172506738544477,2.748652291105121,2.6765498652291106,2.6805929919137466,2.7203504043126685,2.736522911051213,2.4555256064690028,2.0997304582210243,2.5539083557951483,2.946765498652291,2.4683288409703503,2.280323450134771,2.628032345013477,3.1199460916442048,2.623989218328841,2.473045822102426,2.528975741239892,2.6394878706199463,2.6152291105121295,2.3766846361185983,2.5876010781671157,2.6138814016172507,3.0909703504043127,2.589622641509434,3.6253369272237195,2.252021563342318,2.878032345013477,2.4784366576819408,2.692722371967655,2.3207547169811322,2.669811320754717,2.6334231805929917,2.694743935309973,2.545822102425876,2.480458221024259
