month,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
202301,36.427994616419916,35.09690444145357,40.843876177658146,36.36137281292059,35.34253028263795,35.97846567967699,28.314939434724092,30.989232839838493,31.202557200538358,41.450201884253026,39.03768506056527,33.47106325706595,36.200538358008075,33.716016150740245,44.71467025572005,41.168236877523555,40.16016150740242,40.45154777927322,46.674966352624494,38.524226110363394,46.38694481830417,36.28129205921938,39.98990578734859,44.14670255720054,41.62180349932705,30.87685060565276,33.37079407806191,31.115746971736204,34.46702557200538,32.382234185733516,30.173620457604308,39.01009421265141,37.636608344549124,29.590174966352624,43.08748317631225
202302,38.99467275494673,35.89802130898021,44.42465753424658,37.574581430745816,35.308980213089804,35.89802130898021,28.56773211567732,31.398782343987822,33.191019786910196,40.93302891933029,39.75266362252663,32.872907153729074,38.60045662100457,37.05783866057838,46.96194824961948,42.492389649923894,41.28462709284627,39.21080669710807,46.205479452054796,38.45357686453577,50.92922374429224,38.99695585996956,42.92465753424658,44.31202435312024,41.47640791476408,30.82420091324201,31.756468797564686,31.191019786910196,35.073059360730596,32.64383561643836,30.535768645357688,38.29984779299848,37.36377473363775,33.56012176560122,47.81354642313546
202303,64.73456790123457,56.68175582990398,66.55761316872427,57.91632373113855,54.05555555555556,56.622770919067214,45.89986282578875,53.008230452674894,57.135802469135804,74.079561042524,61.065157750342934,55.60493827160494,69.81069958847736,61.80178326474623,73.15089163237312,62.99382716049383,58.84293552812071,60.838134430727024,70.70781893004116,57.1323731138546,69.79080932784636,63.3161865569273,65.74279835390946,65.33401920438958,63.637174211248286,49.58641975308642,52.64609053497942,57.71673525377229,59.27297668038409,55.592592592592595,42.362825788751714,64.6920438957476,60.86213991769547,58.03909465020576,82.00754458161866
202304,75.00833333333334,68.23125,65.90486111111112,63.610416666666666,64.74583333333334,65.58125,56.81805555555555,65.14027777777778,59.99166666666667,73.4625,70.22569444444444,66.55,75.1625,69.46736111111112,79.95625,77.16805555555555,73.54791666666667,73.70138888888889,82.40486111111112,71.07569444444445,79.52569444444444,84.70277777777778,75.47361111111111,74.61180555555555,71.55555555555556,59.97152777777778,71.25208333333333,65.90833333333333,70.81736111111111,64.29166666666667,68.09305555555555,71.07430555555555,64.36597222222223,65.95416666666667,83.80208333333333
202305,102.89516129032258,91.18951612903226,88.53561827956989,88.78427419354838,87.19959677419355,89.25806451612904,81.71102150537635,88.25537634408602,81.94220430107526,97.16061827956989,91.92069892473118,93.65860215053763,95.5739247311828,94.21034946236558,103.06922043010752,104.61559139784946,97.89650537634408,102.52822580645162,106.09677419354838,96.76478494623656,104.94018817204301,112.29368279569893,100.59005376344086,95.95967741935483,94.8736559139785,80.7486559139785,95.21639784946237,88.76411290322581,94.67809139784946,86.78763440860214,86.48252688172043,91.58400537634408,85.03427419354838,85.45497311827957,105.97244623655914
202306,131.28125,121.08958333333334,116.94305555555556,113.68125,105.78680555555556,117.67986111111111,114.32569444444445,115.12777777777778,108.25277777777778,125.79722222222222,115.64930555555556,125.19583333333334,122.61597222222223,120.5736111111111,123.33194444444445,123.21458333333334,114.08333333333333,123.21875,130.5236111111111,116.38888888888889,123.73958333333333,136.94305555555556,125.4625,119.18263888888889,118.56666666666666,105.44444444444444,123.42222222222222,112.58125,118.21805555555555,109.56944444444444,117.01388888888889,118.60625,111.82152777777777,111.71388888888889,130.85208333333333
202307,113.33198924731182,102.30309139784946,109.62163978494624,101.32997311827957,95.4986559139785,106.96841397849462,105.45564516129032,101.24596774193549,90.48118279569893,101.69220430107526,100.6377688172043,104.81451612903226,107.95819892473118,108.3617972178022,108.77284946236558,107.95833333333333,97.43682795698925,107.46303763440861,110.09005376344086,98.9274193548387,106.11626344086021,122.46102150537635,107.66733870967742,104.45766129032258,105.91599462365592,95.6131476050831,104.6263440860215,93.41397849462365,100.24395161290323,102.91599462365592,111.71102150537635,105.24260752688173,95.55712365591398,115.95094086021506,108.37298387096774
202308,96.5100806451613,81.14852150537635,100.67943548387096,92.06317204301075,81.21102150537635,89.63440860215054,83.75739247311827,74.57123655913979,70.36962365591398,76.38373655913979,84.70900537634408,79.70161290322581,81.44099462365591,3.784036115531124,80.97983870967742,78.93413978494624,70.60551075268818,78.50537634408602,81.87701612903226,75.80040322580645,81.17876344086021,94.16532258064517,76.64852150537635,86.78629032258064,83.14381720430107,78.00311583577712,83.61693548387096,84.58736559139786,80.69018817204301,83.94623655913979,84.48790322580645,84.47311827956989,23.0,105.25268817204301,85.63575268817205
202309,82.43611111111112,65.83819444444444,84.58402777777778,74.77708333333334,67.0875,72.67430555555555,70.50625,61.68888888888889,57.230555555555554,65.95902777777778,70.61875,59.09513888888889,73.01180555555555,3.0,53.61875,72.87569444444445,64.94375,78.93194444444444,82.68263888888889,68.11319444444445,73.97777777777777,88.37361111111112,70.30902777777777,73.60277777777777,72.94583333333334,61.44444444444444,71.36597222222223,69.33472222222223,64.66666666666667,64.0826388888889,57.50763888888889,69.81458333333333,23.0,74.33680555555556,80.92708333333333
202310,48.108198924731184,38.41532258064516,47.523521505376344,44.57325268817204,36.45228494623656,41.61827956989247,37.15389784946237,35.600806451612904,34.332661290322584,48.901881720430104,41.34274193548387,34.038978494623656,47.791666666666664,3.0,37.468413978494624,44.16532258064516,40.457661290322584,56.144489247311824,59.8494623655914,38.243951612903224,53.01545698924731,50.998655913978496,41.329301075268816,44.019489247311824,43.214381720430104,33.439516129032256,42.281586021505376,40.64986559139785,38.3380376344086,37.10618279569893,33.079301075268816,42.56317204301075,23.0,43.983198924731184,59.91868279569893
